#,Topic,Status,课件,Readings,Homework,视频
1,Course Introduction and the Relational Model,Done,https://15445.courses.cs.cmu.edu/fall2018/slides/01-introduction.pdf,"Readings: Chapters 1-2, 6",https://15445.courses.cs.cmu.edu/fall2018/homework1/,https://www.bilibili.com/video/av39731185/p1
,,,,,,
,,,,,,
